고객 이름,Membership Type,시도,시군구,상세주소(도로명주소).1.1,전화,제품,ref,제조번호,설치일자,AX 코드,S.Territory
팔달 리더스 치과,DS Core Care 1-3,대구광역시,서구,팔달로 152,,Primescan AC,6692672,M6656230S114069,2024-03-05,113790,EAST
마음드림치과의원,DS Core Care 1-3,경기도,성남시,분당구 성남대로 926,031-705-2879,Primescan AC,6692672,114329,2024-03-05,113792,EAST
재주좋은치과의원,DS Core Care 1-3,서울특별시,서초구,서초대로 332,,Primescan AC,6692672,M6656230S114068,2024-02-22,113785,EAST
연세민치과의원_대전  서구,DS Core Care 1-3,대전광역시,서구,둔산로 228,042-472-2833,Primescan AC,6692672,M6656230S114066,2024-03-19,113786,WEST
서울하이안치과의원_서울  서초구,DS Core Care 1-3,서울특별시,서초구,반포동 18-3,02-3478-2879,Primescan AC,6692672,M6656230S114065,2024-02-21,101758,EAST
이탑치과,DS Core Care 1-3,경기도,이천시,중리천로 76,031-632-7528,Primescan AC,6692672,114648,2024-04-11,109067,EAST
예스미르치과의원,DS Core Care 1-3,서울특별시,강동구,고덕비즈밸리로 26,02-427-2875,Primescan AC,6692672,114328,2024-02-16,114147,EAST
연세하늘치과의원,DS Core Care 1-3,경기도,수원시,팔달구 세지로 196,,Primescan AC,6692672,M6656230S114064,2024-02-15,113780,WEST
화이트이치과의원_부산 북구,Scanner Package 1-3,부산광역시,북구,만덕대로 11-1,051-710-2820,Primescan AC,6692672,114327,2024-02-14,113779,EAST
이해유치과의원_충북 청주,DS Core Care 1-3,충청북도,청주시,상당구 월평로 184번길 5,043-906-2828,Primescan AC,6692672,112821,2024-02-13,113662,WEST
우리치과_전북 순창,,전북특별자치도,순창군,순창읍 순창로 185,,Primescan AC,6692672,114326,2024-02-07,113769,WEST
프라임치과의원_경기 성남시,DS Core Care 1-3,경기도,성남시,분당구 야탑로81번길 10,031-622-1222,Primescan AC,6692672,114325,2024-02-06,100758,EAST
서울클래식치과의원,DS Core Care 1-3,경기도,평택시,비전2로 194,031-651-0001,Primescan AC,6692672,111906,2024-02-06,113767,WEST
서울클래식치과의원,DS Core Care 1-3,경기도,평택시,비전2로 194,031-651-0001,Primescan AC,6692672,112123,2024-02-06,113767,WEST
플란치과병원,DS Core Care 1-3,인천광역시,부평구,주부토로 17,1668-2872,Primescan AC,6692672,113808,2024-01-30,113025,WEST
백석문화대학교,DS Core Care 1-3,충청남도,천안시,동남구 문암로 58,,Primescan AC,6692672,M6656230S1140 62,2024-01-26,111464,WEST
연세온탑치과의원,,경기도,성남시,수정구 산성대로 265,,Primescan AC,6692672,M6656230S114061,2024-01-25,113745,EAST
태평연세치과의원,DS Core Care 1-3,경기도,성남시,수정구 성남대로 1222,031-751-6812,Primescan AC,6692672,M6656230S114060,2024-01-24,114270,EAST
연세화이트치과의원,DS Core Care 1-3,서울특별시,강서구,양천로 401,02-6958-7577,Primescan AC,6692672,114154,2024-01-19,108530,WEST
킹콩치과의원_서울  강남구,DS Core Care 1-3,서울특별시,강남구,강남대로 390,02-1566-2879,Primescan AC,6692672,M6656230S114059,2024-01-22,101610,EAST
분당서울대학교병원,DS Core Care 1-3 Prepay,경기도,성남시,분당구 구미로173번길 82,031-787-1356,Primescan AC,6692672,M6656230S114058,2024-01-17,104209,EAST
양용근치과의원,DS Core Care 1-3,경상남도,통영시,새터길 45,055-645-4077,Primescan AC,6692672,M6656230S114056,2024-01-15,111891,EAST
고르다치과,DS Core Care 1-3,부산광역시,부산진구,중앙대로 749,051-711-2842,Primescan AC,6692672,M6656230S114055,2024-01-15,113730,EAST
봉담탑치과,DS Core Care 1-3,경기도,화성시,봉담읍 상리중심상가길 28-8,031-296-2880,Primescan AC,6692672,113807,2024-01-11,113716,WEST
미르치과병원_경북 포항,DS Core Care 1-3,경상북도,포항시,북구 포스코대로 288,054-277-2800,Primescan AC,6692672,M6656230S114054,2024-01-10,106850,EAST
미르치과병원_경북 포항,DS Core Care 1-3,경상북도,포항시,북구 포스코대로 288,054-277-2800,Primescan AC,6692672,114159,2024-01-10,106850,EAST
미르치과병원_경북 포항,DS Core Care 1-3,경상북도,포항시,북구 포스코대로 288,054-277-2800,Primescan AC,6692672,114158,2024-01-10,106850,EAST
덕영치과병원_대구  중구,Scanner Package 1-3,대구광역시,중구,국채보상로 511 ,053-256-2145,Primescan AC,6692672,112555,2022-08-18,112588,EAST
임진치과,DS Core Care 1-3,대구광역시,북구,칠성동1가  176-26,053-423-7555,Primescan AC,6692672,114148,2024-01-02,113689,EAST
아름드리치과,DS Core Care 1-3,광주광역시,광산구,임방울대로 348,062-953-7522,Primescan AC,6692672,114157,2024-01-03,102125,WEST
길튼치과,DS Core Care 1-3,서울특별시,서초구,서운로 34,02-585-8050,Primescan AC,6692672,114156,2023-12-28,113509,EAST
임길웅치과의원,DS Core Care 1-3,대구광역시,중구,공평로 5,053-424-6600,Primescan AC,6692672,113845,2023-12-28,110428,EAST
연세이도치과의원,DS Core Care 1-3,서울특별시,중구,다산로 104,02-2033-9955,Primescan AC,6692672,114153,2023-12-28,113705,WEST
인생플란트치과의원,DS Core Care 1-3,경기도,성남시,수정구 성남대로 1228,031-723-7522,Primescan AC,6692672,114152,2023-12-27,106684,EAST
율곡M치과_경북 김천,DS Core Care 1-3,경상북도,김천시,김천시 혁신로 238,054-434-7528,Primescan AC,6692672,114150,2023-12-27,108065,EAST
민부부치과의원_부산 금정구,DS Core Care 1-3,부산광역시,금정구,금사로 81,051-524-2511,Primescan AC,6692672,113799,2023-12-27,113677,EAST
이특별한치과의원,DS Core Care 1-3,부산광역시,동구,중앙대로 284,전화 051-710-1190,Primescan AC,6692672,111785,2023-12-26,113684,EAST
이병훈치과_대전  서구,DS Core Care 1-3,대전광역시,서구,도마동  174-2,042-586-2432,Primescan AC,6692672,114147,2023-12-26,103232,WEST
베스티스치과의원,DS Core Care 1-3,경기도,성남시,분당구 백현로 101번길 16,031-719-9484,Primescan AC,6692672,112571,2023-12-26,106390,EAST
두레치과의원,DS Core Care 1-3,경기도,고양시,일산동구 중앙로 1123,031-905-6131,Primescan AC,6692672,114713,2024-05-17,111816,WEST
다산플란트연합치과의원,DS Core Care 1-3,경상북도,고령군,다산면 다산로 701,054-506-7528,Primescan AC,6692672,114712,2024-05-20,113971,EAST
영도타임치과의원,DS Core Care 1-3,부산광역시,영도구,동삼로 56,051-412-2875,Primescan AC,6692672,114711,2024-05-20,113962,EAST
세라치과의원,DS Core Care 1-3,서울특별시,강남구,봉은사로 457,02-540-0017,Primescan AC,6692672,114710,2024-05-17,111709,EAST
자연치아살리기 강서모아치과의원,DS Core Care 1-3,서울특별시,강서구,강서로 323,02-6951-3656,Primescan AC,6692672,114709,2024-05-16,113949,WEST
흑석임치과의원,DS Core Care 1-3,대전광역시,서구,벌곡로 654,042-585-7528,Primescan AC,6692672,114704,2024-05-16,113965,WEST
아이린치과의원,DS Core Care 1-3,경상북도,경산시,남매공원로1길 5,053-802-2080,Primescan AC,6692672,114707,2024-05-14,113950,EAST
시티치과의원_전남 광양,DS Core Care 1-3,전라남도,광양시,공영로 72,061-795-2222,Primescan AC,6692672,114706,2024-05-10,113933,WEST
연세하늘치과_경기 안산,DS Core Care 1-3,경기도,안산시,상록구 용신로 388,031-418-2875,Primescan AC,6692672,114705,2024-05-10,113214,WEST
새별치과의원,DS Core Care 1-3,제주특별자치도,서귀포시,월드컵로 14,,Primescan AC,6692672,114703,2024-05-09,113940,WEST
행복한치과의원_제주 제주시,DS Core Care 1-3,제주특별자치도,제주시,동광로 97,064-721-7522,Primescan AC,6692672,114702,2024-05-08,109276,WEST
맨하탄치과_서울  성동구,DS Core Care 1-3,서울특별시,성동구,행당1동  267번지 나래타워 702호,02-2281-0028,Primescan AC,6692672,114701,2024-04-30,103876,EAST
안성이맞춤치과,DS Core Care 1-3,경기도,안성시,옥산동 612-101 아너스퀘어 1동 409호,031-672-2875,Primescan AC,6692672,114679,2024-04-30,113923,EAST
청주웰치과의원,DS Core Care 1-3,충청북도,청주시,흥덕구 2순환로 1120,043-278-8100,Primescan AC,6692672,114677,2024-04-29,110678,WEST
연세일등치과,DS Core Care 1-3,경기도,고양시,일산서구 고양대로 666,031-818-2828,Primescan AC,6692672,114643,2024-04-29,113912,WEST
뉴연세보라매 치과의원,,서울특별시,영등포구,여의대방로 77,02-835-1028,Primescan AC,6692672,114641,2024-04-22,113888,WEST
화이트드림치과,DS Core Care 1-3,서울특별시,서초구,서초대로77길 17,02-558-2879,Primescan AC,6692672,114676,2024-04-19,107407,EAST
화이트드림치과,DS Core Care 1-3,서울특별시,서초구,서초대로77길 17,02-558-2879,Primescan AC,6692672,114675,2024-04-19,107407,EAST
태일성치과의원,DS Core Care 1-3,경상남도,창원시,마산합포구 3 . 15대로 9,055-242-2802,Primescan AC,6692672,114673,2024-04-19,112247,EAST
탑연합치과교정과 치과의원,Scanner Package 1-3,경상남도,창원시,마산합포구 3.15대로 9,055-241-2080,Primescan AC,6692672,111770,2022-03-10,114016,EAST
다서울치과의원,DS Core Care 1-3,서울특별시,동대문구,고미술로 81,02-2242-7500,Primescan AC,6692672,114647,2024-04-18,113893,EAST
플란치과의원_경기 수원,DS Core Care 1-3,경기도,수원시,팔달구 중부대로 141,1666-2395,Primescan AC,6692672,114650,2024-04-16,113567,WEST
다인치과_세종시,DS Core Care 1-3,세종특별자치시,,조치원읍 새내9길 3,044-868-7527~8,Primescan AC,6692672,114649,2024-04-16,112323,WEST
하루에치과의원,DS Core Care 1-3,서울특별시,강남구,강남대로 162길 41-11,1544-0208,Primescan AC,6692672,114646,2024-04-09,104205,EAST
서울로터스치과,,경기도,용인시,수지구 풍덕천로 111 ,031-898-2877,Primescan AC,6692672,114645,2024-04-05,108834,EAST
사람사랑치과목동,DS Core Care 1-3,서울특별시,양천구,목동로 203 ,02-2605-2275,Primescan AC,6692672,114644,2024-04-02,102749,WEST
디지털노블치과의원_울산 북구,,울산광역시,북구,호계로 277,052-293-2879,Primescan AC,6692672,100640(1003777),2020-01-29,110672,EAST
사과나무치과,,서울특별시,강서구,강서로 267,02-2603-2875,Primescan AC,6692672,100639(1003770),2020-01-29,101724,WEST
수치과보철과치과의원,,충청남도,서산시,고운로 191-1,041-668-7528,Primescan AC,6692672,100634,2020-01-28,110376,WEST
행복한치과,,경기도,연천군,전곡읍  305-27번지 전곡한의원 2층,031-835-7528,Primescan AC,6692672,100197(698),2019-12-30,103090,EAST
대풍치과의원(경남 창원),,경상남도,창원시,성산구 대암로 101,055-715-2875,Primescan AC,6692672,100576(1003615),2019-12-30,111341,EAST
서울함께웃는치과,,인천광역시,미추홀구,주안동 939-30.38.39,032-435-2275,Primescan AC,6692672,100575(1003616),2019-12-24,108595,WEST
서울본치과_경기도 김포,,경기도,김포시,태장로 820,1833-7552,Primescan AC,6692672,100573(1003625),2019-12-10,111240,WEST
서울좋은치과,,충청북도,청주시,흥덕구 대신로 132,043-263-7528,Primescan AC,6692672,100574(1003617),2019-11-29,108247,WEST
서울바른플란트치과의원_대구,,대구광역시,달서구,조암로 25,053-632-0202,Primescan AC,6692672,100572(1003618),2019-11-28,111124,EAST
샤인치과의원,,경기도,시흥시,서울대학로278번길 43-13,031-499-2804,Primescan AC,6692672,100510(1003571),2019-11-27,110855,WEST
진영이사랑치과의원,,경상남도,김해시,진영읍 김해대로365번길 6-10 센텀메디컬 4층,055-343-7944,Primescan AC,6692672,100509(1003573),2019-11-26,107579,EAST
이음구강악안면외과치과의원,,충청남도,예산군,예산읍 금오대로 45.2층,041-335-9595,Primescan AC,6692672,100508(1003574),2019-11-25,111276,WEST
더보스톤치과병원_충남 천안시,,충청남도,천안시,서북구 불당33길 26,041-555-2879,Primescan AC,6692672,100507(1003570),2019-11-25,108774,WEST
한그루치과_경남 진주,,경상남도,진주시,진주대로 1069,055-748-0071,Primescan AC,6692672,100506(1003575),2019-11-25,107204,EAST
오늘하루치과의원,,서울특별시,동작구,동작대로 89,02-522-2828,Primescan AC,6692672,100505(1003576),2019-11-22,108896,WEST
라스트치과의원,,대구광역시,중구,달벌대로 2094,053-422-6565,Primescan AC,6692672,100504(1003569),2019-11-22,111308,EAST
순천향구강악안면외과치과의원,,경상북도,칠곡군,북삼읍 금오대로 243,054-974-2875,Primescan AC,6692672,100502(1003568),2019-11-22,111316,EAST
따뜻한치과병원_서울  동작구,,서울특별시,동작구,동작대로 13 ,02-523-2835,Primescan AC,6692672,100501(1003567),2019-11-20,104010,WEST
부산대학교치과병원,,경상남도,양산시,물금읍 금오로 20,055-360-5328,Primescan AC,6692672,100389(1003498),2019-11-13,106171,EAST
연세뉴욕치과_부산 해운대구,Scanner Package 1-3,부산광역시,해운대구,센텀남대로 50,051-741-5955,Primescan AC,6692672,100399(870),2019-10-31,108783,EAST
디지털365치과의원_울산 남구,Scanner Package 1-3,울산광역시,남구,화합로 203 ,052-710-5020,Primescan AC,6692672,100398(872),2019-10-30,111252,EAST
서울본치과_서울  송파구,,서울특별시,송파구,문정동  150-26 훼밀리샤르망빌딩 4호 4층,02-403-5835,Primescan AC,6692672,100397(873),2019-10-29,102207,EAST
한사랑치과의원,,경기도,군포시,산본천로 56,031-393-3636,Primescan AC,6692672,100396(863),2019-10-29,108440,WEST
서울좋은치과의원,,서울특별시,강남구,남부순환로 2909,02-521-8855,Primescan AC,6692672,100395(868),2019-10-29,101625,EAST
연세우일치과병원,Scanner Package 1-3,충청남도,천안시,서북구 서부대로 350,041-579-8787,Primescan AC,6692672,100394(874),2019-10-29,103684,WEST
제일치과의원,,충청남도,논산시,해월로 154,041-733-7777,Primescan AC,6692672,100393(866),2019-10-29,103245,WEST
오케이라인치과,,경기도,광주시,광주대로 31,031-767-7528,Primescan AC,6692672,100392(871),2019-10-29,113819,EAST
UDC치과의원,,경상북도,구미시,인동가산로 23,054-474-2275,Primescan AC,6692672,100391(864),2019-10-29,105561,EAST
시흥사과나무치과의원,,경기도,시흥시,은행동 532-1 에메랄드빌딩 4F,031-315-2845,Primescan AC,6692672,100390(869),2019-10-28,106550,WEST
미니쉬치과병원,,서울특별시,강남구,언주로 728,02-3446-6304,Primescan AC,6692672,100388(865),2019-10-28,113564,EAST
미니쉬치과병원,,서울특별시,강남구,언주로 728,02-3446-6304,Primescan AC,6692672,100387(862),2019-10-28,113564,EAST
황성수치과,,경상남도,창원시,진해구 진해대로 926,055-547-2225,Primescan AC,6692672,100386(867),2019-10-28,101990,EAST
프랜드성창수치과의원,Scanner Package 1-3,부산광역시,서구,구덕로 281,051-247-7123,Primescan AC,6692672,100385(860),2019-10-29,100674,EAST
서울토토치과의원,,서울특별시,강남구,도곡로 521 203호,02-539-1106,Primescan AC,6692672,100210(677),2019-09-25,107117,EAST
오복만세치과의원,,서울특별시,구로구,디지털로31길 20,02-2025-7222,Primescan AC,6692672,100208(697),2019-09-24,109089,WEST
더블유화이트치과의원,,서울특별시,강남구,테헤란로87길 17 ,02-564-0075,Primescan AC,6692672,100209(679),2019-09-24,105522,EAST
행복나눔부부치과의원,Scanner Package 1-3,경상북도,영천시,시장로 62-1,054-333-2275,Primescan AC,6692672,100206(690),2019-09-24,111183,EAST
디지털올리브치과의원,,충청남도,아산시,배방읍 북수리 362-4 1필지건물,041-548-2275,Primescan AC,6692672,100207(683),2019-09-23,111076,WEST
형제치과의원,,제주특별자치도,서귀포시,중정로 104,064-763-9800,Primescan AC,6692672,100205(696),2019-09-23,113832,WEST
강서탑치과,,서울특별시,강서구,강서로 392-11,02-3662-2870,Primescan AC,6692672,100204(699),2019-09-18,106483,WEST
랜더스치과의원,,인천광역시,연수구,컨벤시아대로230번길 54,032-859-0028,Primescan AC,6692672,100201(693),2019-09-18,106493,WEST
뉴삼성치과,Scanner Package 1-3,충청북도,진천군,진천읍 중앙북1길 3,043-930-2875,Primescan AC,6692672,100202(682),2019-09-18,110710,WEST
서울스마트치과의원_인천 연수구,,인천광역시,연수구,첨단대로 40,032-258-2828,Primescan AC,6692672,100200(700),2019-09-18,107822,WEST
수치과의원_경기 성남시,,경기도,성남시,분당구 돌마로 478 3층,031-781-2875,Primescan AC,6692672,100199(701),2019-09-18,106729,EAST
